EPOCH_yyyy-mm-ddThh:mm:ss.sssZ,AVG_DOSE_RATE_uGy/min,AVG_DOSE_EQV_RATE_uSv/min,COLLECTION_TIME_min,ISS_GEO_LONG_Deg,ISS_GEO_LAT_Deg,ISS_ALTITUDE_km
2018-04-11T12:43:39.000Z,0.0690000,0.169000,1.00000,6.25200,42.2050,408.117
2018-04-11T12:44:41.000Z,0.0980000,0.503000,1.00000,10.6810,44.3200,408.668
2018-04-11T12:45:39.000Z,0.0980000,0.370000,1.00000,15.1280,46.1090,409.148
2018-04-11T12:46:39.000Z,0.0990000,0.196000,1.00000,20.0310,47.7450,409.599
2018-04-11T12:47:39.000Z,0.153000,0.796000,1.00000,25.2410,49.1340,409.995
2018-04-11T12:48:39.000Z,0.136000,0.479000,1.00000,30.7300,50.2520,410.329
2018-04-11T12:49:39.000Z,0.141000,0.384000,1.00000,36.4560,51.0740,410.595
2018-04-11T12:50:39.000Z,0.150000,0.427000,1.00000,42.3510,51.5820,410.787
2018-04-11T12:51:39.000Z,0.148000,0.334000,1.00000,48.3430,51.7620,410.902
2018-04-11T12:52:39.000Z,0.169000,0.520000,1.00000,54.3360,51.6100,410.940
2018-04-11T12:53:39.000Z,0.163000,0.627000,1.00000,60.2450,51.1300,410.901
2018-04-11T12:54:39.000Z,0.169000,1.09100,1.00000,65.9910,50.3330,410.787
2018-04-11T12:55:39.000Z,0.140000,0.518000,1.00000,71.4990,49.2410,410.601
2018-04-11T12:56:39.000Z,0.120000,0.405000,1.00000,76.7340,47.8740,410.351
2018-04-11T12:57:39.000Z,0.101000,0.235000,1.00000,81.6620,46.2590,410.042
2018-04-11T12:58:39.000Z,0.0910000,0.155000,1.00000,86.2780,44.4220,409.683
2018-04-11T12:59:39.000Z,0.0850000,0.241000,1.00000,90.5840,42.3920,409.283
2018-04-11T13:00:39.000Z,0.0730000,0.182000,1.00000,94.5950,40.1910,408.853
2018-04-11T13:01:39.000Z,0.0710000,0.339000,1.00000,98.3300,37.8430,408.406
2018-04-11T13:02:39.000Z,0.0470000,0.0510000,1.00000,101.816,35.3670,407.951
2018-04-11T13:03:39.000Z,0.0440000,0.0830000,1.00000,105.077,32.7800,407.503
2018-04-11T13:04:39.000Z,0.0480000,0.220000,1.00000,108.134,30.1010,407.074
2018-04-11T13:05:39.000Z,0.0320000,0.0320000,1.00000,111.017,27.3410,406.676
2018-04-11T13:06:39.000Z,0.0280000,0.0440000,1.00000,113.746,24.5150,406.321
2018-04-11T13:07:39.000Z,0.0270000,0.0470000,1.00000,116.344,21.6310,406.019
2018-04-11T13:08:39.000Z,0.0360000,0.162000,1.00000,118.829,18.7000,405.783
2018-04-11T13:09:39.000Z,0.0240000,0.0420000,1.00000,121.222,15.7280,405.621
2018-04-11T13:10:39.000Z,0.0270000,0.0890000,1.00000,123.537,12.7250,405.542
2018-04-11T13:11:39.000Z,0.0290000,0.0480000,1.00000,125.794,9.69600,405.551
2018-04-11T13:12:39.000Z,0.0260000,0.0280000,1.00000,128.007,6.64800,405.654
2018-04-11T13:13:39.000Z,0.0380000,0.291000,1.00000,130.187,3.59000,405.854
2018-04-11T13:14:41.000Z,0.0280000,0.0620000,1.00000,132.424,0.422000,406.164
2018-04-11T13:15:39.000Z,0.0280000,0.0370000,1.00000,134.514,-2.54000,406.549
2018-04-11T13:16:39.000Z,0.0290000,0.0460000,1.00000,136.687,-5.60100,407.042
2018-04-11T13:17:39.000Z,0.0290000,0.0450000,1.00000,138.884,-8.65000,407.626
2018-04-11T13:18:39.000Z,0.0310000,0.0720000,1.00000,141.122,-11.6830,408.295
2018-04-11T13:19:39.000Z,0.0420000,0.180000,1.00000,143.413,-14.6920,409.043
2018-04-11T13:20:39.000Z,0.0380000,0.0810000,1.00000,145.775,-17.6720,409.859
2018-04-11T13:21:39.000Z,0.0390000,0.0510000,1.00000,148.224,-20.6170,410.733
2018-04-11T13:22:39.000Z,0.0470000,0.0940000,1.00000,150.775,-23.5140,411.652
2018-04-11T13:23:39.000Z,0.0660000,0.335000,1.00000,153.451,-26.3580,412.605
2018-04-11T13:24:39.000Z,0.0710000,0.159000,1.00000,156.271,-29.1360,413.576
2018-04-11T13:25:39.000Z,0.0800000,0.161000,1.00000,159.258,-31.8400,414.552
2018-04-11T13:26:39.000Z,0.0880000,0.113000,1.00000,162.435,-34.4550,415.517
2018-04-11T13:27:39.000Z,0.117000,0.507000,1.00000,165.828,-36.9660,416.459
2018-04-11T13:28:39.000Z,0.115000,0.183000,1.00000,169.460,-39.3560,417.359
2018-04-11T13:29:39.000Z,0.153000,0.703000,1.00000,173.357,-41.6070,418.206
2018-04-11T13:30:39.000Z,0.156000,0.403000,1.00000,177.544,-43.6990,418.986
2018-04-11T13:31:39.000Z,0.166000,0.456000,1.00000,-177.970,-45.6040,419.686
2018-04-11T13:32:39.000Z,0.176000,0.492000,1.00000,-173.170,-47.3000,420.295
2018-04-11T13:33:39.000Z,0.188000,0.651000,1.00000,-168.065,-48.7580,420.802
2018-04-11T13:34:39.000Z,0.201000,0.610000,1.00000,-162.671,-49.9540,421.199
2018-04-11T13:35:39.000Z,0.185000,0.497000,1.00000,-157.030,-50.8620,421.479
2018-04-11T13:36:39.000Z,0.206000,1.02400,1.00000,-151.194,-51.4630,421.638
2018-04-11T13:37:39.000Z,0.166000,0.426000,1.00000,-145.244,-51.7420,421.672
2018-04-11T13:38:39.000Z,0.155000,0.441000,1.00000,-139.260,-51.6910,421.579
2018-04-11T13:39:39.000Z,0.162000,0.490000,1.00000,-133.332,-51.3120,421.360
2018-04-11T13:40:39.000Z,0.145000,0.753000,1.00000,-127.550,-50.6150,421.018
2018-04-11T13:41:39.000Z,0.121000,0.499000,1.00000,-121.977,-49.6160,420.557
2018-04-11T13:42:39.000Z,0.101000,0.367000,1.00000,-116.670,-48.3360,419.983
2018-04-11T13:43:39.000Z,0.0960000,0.606000,1.00000,-111.655,-46.8020,419.305
2018-04-11T13:44:39.000Z,0.0730000,0.123000,1.00000,-106.953,-45.0390,418.533
2018-04-11T13:45:39.000Z,0.0650000,0.125000,1.00000,-102.558,-43.0730,417.676
2018-04-11T13:46:39.000Z,0.0530000,0.0890000,1.00000,-98.4650,-40.9300,416.748
2018-04-11T13:47:39.000Z,0.0510000,0.113000,1.00000,-94.6490,-38.6330,415.763
2018-04-11T13:48:39.000Z,0.0480000,0.173000,1.00000,-91.0890,-36.2010,414.734
2018-04-11T13:49:39.000Z,0.0390000,0.0510000,1.00000,-87.7650,-33.6560,413.677
2018-04-11T13:50:39.000Z,0.0410000,0.0970000,1.00000,-84.6470,-31.0100,412.606
2018-04-11T13:51:39.000Z,0.0400000,0.131000,1.00000,-81.7140,-28.2810,411.537
2018-04-11T13:52:39.000Z,0.0580000,0.0890000,1.00000,-78.9380,-25.4790,410.485
2018-04-11T13:53:39.000Z,0.368000,0.730000,1.00000,-76.3030,-22.6170,409.465
2018-04-11T13:54:39.000Z,1.20800,1.87900,1.00000,-73.7830,-19.7020,408.490
2018-04-11T13:55:39.000Z,1.96800,3.72700,1.00000,-71.3640,-16.7460,407.574
2018-04-11T13:56:39.000Z,1.91500,2.88600,1.00000,-69.0240,-13.7540,406.729
2018-04-11T13:57:39.000Z,1.27000,1.99400,1.00000,-66.7480,-10.7320,405.965
2018-04-11T13:58:39.000Z,0.555000,1.06500,1.00000,-64.5230,-7.69200,405.291
2018-04-11T13:59:39.000Z,0.115000,0.149000,1.00000,-62.3330,-4.63600,404.715
2018-04-11T14:00:39.000Z,0.0390000,0.0510000,1.00000,-60.1640,-1.57300,404.243
2018-04-11T14:01:39.000Z,0.0380000,0.141000,1.00000,-58.0010,1.49600,403.876
2018-04-11T14:02:39.000Z,0.0370000,0.149000,1.00000,-55.8310,4.56100,403.619
2018-04-11T14:03:39.000Z,0.0290000,0.0370000,1.00000,-53.6400,7.61800,403.470
2018-04-11T14:04:39.000Z,0.0350000,0.0580000,1.00000,-51.4150,10.6610,403.426
2018-04-11T14:05:39.000Z,0.0360000,0.110000,1.00000,-49.1400,13.6840,403.486
2018-04-11T14:06:39.000Z,0.0350000,0.0410000,1.00000,-46.7980,16.6810,403.642
2018-04-11T14:07:39.000Z,0.0310000,0.0340000,1.00000,-44.3770,19.6420,403.887
2018-04-11T14:08:39.000Z,0.0370000,0.0690000,1.00000,-41.8560,22.5620,404.213
2018-04-11T14:09:39.000Z,0.0410000,0.0910000,1.00000,-39.2170,25.4300,404.608
2018-04-11T14:10:39.000Z,0.0470000,0.192000,1.00000,-36.4390,28.2390,405.063
2018-04-11T14:11:39.000Z,0.0560000,0.335000,1.00000,-33.5010,30.9740,405.565
2018-04-11T14:12:39.000Z,0.0450000,0.0820000,1.00000,-30.3780,33.6270,406.102
2018-04-11T14:13:39.000Z,0.0650000,0.395000,1.00000,-27.0490,36.1790,406.660
2018-04-11T14:14:39.000Z,0.0590000,0.174000,1.00000,-23.4830,38.6170,407.228
2018-04-11T14:15:39.000Z,0.0790000,0.154000,1.00000,-19.6570,40.9230,407.791
2018-04-11T14:16:39.000Z,0.0730000,0.0980000,1.00000,-15.5510,43.0710,408.337
2018-04-11T14:17:39.000Z,0.100000,0.479000,1.00000,-11.1440,45.0420,408.856
2018-04-11T14:18:39.000Z,0.123000,0.615000,1.00000,-6.42600,46.8090,409.335
2018-04-11T14:19:39.000Z,0.124000,0.517000,1.00000,-1.39400,48.3470,409.764
2018-04-11T14:20:39.000Z,0.131000,0.410000,1.00000,3.93400,49.6280,410.135
2018-04-11T14:21:39.000Z,0.152000,0.645000,1.00000,9.52800,50.6270,410.442
2018-04-11T14:22:39.000Z,0.158000,0.809000,1.00000,15.3320,51.3220,410.678
2018-04-11T14:23:39.000Z,0.157000,0.539000,1.00000,21.2790,51.6960,410.839
2018-04-11T14:24:39.000Z,0.152000,0.396000,1.00000,27.2850,51.7400,410.923
2018-04-11T14:25:39.000Z,0.150000,0.437000,1.00000,33.2520,51.4510,410.929
2018-04-11T14:26:39.000Z,0.137000,0.284000,1.00000,39.1020,50.8400,410.859
2018-04-11T14:27:39.000Z,0.156000,0.605000,1.00000,44.7550,49.9200,410.715
2018-04-11T14:28:39.000Z,0.141000,0.664000,1.00000,50.1570,48.7100,410.503
2018-04-11T14:29:39.000Z,0.133000,0.659000,1.00000,55.2660,47.2380,410.227
2018-04-11T14:30:39.000Z,0.106000,0.244000,1.00000,60.0680,45.5290,409.896
2018-04-11T14:31:39.000Z,0.0900000,0.138000,1.00000,64.5540,43.6100,409.519
2018-04-11T14:32:39.000Z,0.0920000,0.273000,1.00000,68.7370,41.5060,409.107
2018-04-11T14:33:39.000Z,0.0770000,0.268000,1.00000,72.6340,39.2400,408.668
2018-04-11T14:34:39.000Z,0.0600000,0.194000,1.00000,76.2630,36.8380,408.216
2018-04-11T14:35:39.000Z,0.0500000,0.0680000,1.00000,79.6530,34.3140,407.764
2018-04-11T14:36:39.000Z,0.0450000,0.0950000,1.00000,82.8260,31.6890,407.323
2018-04-11T14:37:39.000Z,0.0380000,0.0880000,1.00000,85.8090,28.9750,406.905
2018-04-11T14:38:39.000Z,0.0340000,0.0610000,1.00000,88.6250,26.1870,406.523
2018-04-11T14:39:39.000Z,0.0300000,0.0340000,1.00000,91.2980,23.3350,406.189
2018-04-11T14:40:39.000Z,0.0270000,0.0290000,1.00000,93.8470,20.4310,405.914
2018-04-11T14:41:39.000Z,0.0250000,0.0280000,1.00000,96.2930,17.4810,405.707
2018-04-11T14:42:39.000Z,0.0290000,0.168000,1.00000,98.6530,14.4940,405.579
2018-04-11T14:43:39.000Z,0.0230000,0.0260000,1.00000,100.942,11.4800,405.536
2018-04-11T14:44:39.000Z,0.0250000,0.0260000,1.00000,103.178,8.44300,405.583
2018-04-11T14:45:39.000Z,0.0410000,0.295000,1.00000,105.375,5.39200,405.726
2018-04-11T14:46:39.000Z,0.0280000,0.0940000,1.00000,107.548,2.33000,405.967
2018-04-11T14:47:39.000Z,0.0300000,0.0720000,1.00000,109.709,-0.735000,406.306
2018-04-11T14:48:39.000Z,0.0330000,0.165000,1.00000,111.874,-3.80000,406.743
2018-04-11T14:49:39.000Z,0.0320000,0.0600000,1.00000,114.055,-6.85600,407.274
2018-04-11T14:50:39.000Z,0.0300000,0.0870000,1.00000,116.268,-9.90000,407.894
2018-04-11T14:51:39.000Z,0.0380000,0.148000,1.00000,118.527,-12.9260,408.597
2018-04-11T14:52:39.000Z,0.0340000,0.0540000,1.00000,120.845,-15.9230,409.374
2018-04-11T14:53:39.000Z,0.0360000,0.107000,1.00000,123.240,-18.8890,410.216
2018-04-11T14:54:39.000Z,0.0480000,0.231000,1.00000,125.728,-21.8140,411.110
2018-04-11T14:55:39.000Z,0.0520000,0.124000,1.00000,128.329,-24.6910,412.045
2018-04-11T14:56:39.000Z,0.0840000,0.386000,1.00000,131.060,-27.5090,413.007
2018-04-11T14:57:39.000Z,0.0810000,0.209000,1.00000,133.947,-30.2590,413.983
2018-04-11T14:58:39.000Z,0.109000,0.448000,1.00000,137.008,-32.9260,414.956
2018-04-11T14:59:39.000Z,0.118000,0.285000,1.00000,140.272,-35.5010,415.913
2018-04-11T15:00:39.000Z,0.168000,0.931000,1.00000,143.762,-37.9670,416.839
2018-04-11T15:01:39.000Z,0.166000,0.403000,1.00000,147.500,-40.3010,417.720
2018-04-11T15:02:39.000Z,0.196000,0.673000,1.00000,151.514,-42.4900,418.541
2018-04-11T15:03:39.000Z,0.231000,0.942000,1.00000,155.820,-44.5060,419.289
2018-04-11T15:04:39.000Z,0.228000,0.766000,1.00000,160.436,-46.3280,419.953
2018-04-11T15:05:39.000Z,0.252000,0.873000,1.00000,165.361,-47.9290,420.520
2018-04-11T15:06:39.000Z,0.260000,1.10600,1.00000,170.589,-49.2830,420.984
2018-04-11T15:07:39.000Z,0.262000,0.929000,1.00000,176.089,-50.3630,421.334
2018-04-11T15:08:39.000Z,0.252000,0.929000,1.00000,-178.180,-51.1480,421.565
2018-04-11T15:09:39.000Z,0.241000,0.663000,1.00000,-172.283,-51.6180,421.672
2018-04-11T15:10:39.000Z,0.248000,0.927000,1.00000,-166.310,-51.7610,421.653
2018-04-11T15:11:39.000Z,0.245000,1.31600,1.00000,-160.340,-51.5750,421.508
2018-04-11T15:12:39.000Z,0.202000,0.816000,1.00000,-154.465,-51.0630,421.238
2018-04-11T15:13:39.000Z,0.189000,0.669000,1.00000,-148.760,-50.2400,420.846
2018-04-11T15:14:39.000Z,0.179000,1.05200,1.00000,-143.293,-49.1230,420.337
2018-04-11T15:15:39.000Z,0.126000,0.261000,1.00000,-138.101,-47.7350,419.719
2018-04-11T15:16:39.000Z,0.110000,0.329000,1.00000,-133.216,-46.1030,419.001
2018-04-11T15:17:39.000Z,0.100000,0.347000,1.00000,-128.640,-44.2540,418.193
2018-04-11T15:18:39.000Z,0.0850000,0.219000,1.00000,-124.368,-42.2110,417.305
2018-04-11T15:19:39.000Z,0.0790000,0.371000,1.00000,-120.392,-40.0030,416.352
2018-04-11T15:20:39.000Z,0.0570000,0.133000,1.00000,-116.685,-37.6470,415.346
2018-04-11T15:21:39.000Z,0.0670000,0.418000,1.00000,-113.227,-35.1680,414.304
2018-04-11T15:22:39.000Z,0.0440000,0.0710000,1.00000,-109.990,-32.5780,413.239
2018-04-11T15:23:39.000Z,0.0400000,0.166000,1.00000,-106.952,-29.8980,412.167
2018-04-11T15:24:39.000Z,0.0410000,0.0580000,1.00000,-104.086,-27.1370,411.102
2018-04-11T15:25:39.000Z,0.0350000,0.0520000,1.00000,-101.371,-24.3090,410.061
2018-04-11T15:26:39.000Z,0.0310000,0.0400000,1.00000,-98.7850,-21.4240,409.058
2018-04-11T15:27:39.000Z,0.0320000,0.0370000,1.00000,-96.3070,-18.4890,408.105
2018-04-11T15:28:39.000Z,0.0300000,0.0410000,1.00000,-93.9220,-15.5170,407.217
2018-04-11T15:29:39.000Z,0.0400000,0.138000,1.00000,-91.6110,-12.5130,406.404
2018-04-11T15:30:39.000Z,0.0350000,0.0460000,1.00000,-89.3600,-9.48500,405.676
2018-04-11T15:31:39.000Z,0.0350000,0.0710000,1.00000,-87.1500,-6.43700,405.041
2018-04-11T15:32:39.000Z,0.0390000,0.0570000,1.00000,-84.9710,-3.37800,404.507
2018-04-11T15:33:39.000Z,0.0380000,0.183000,1.00000,-82.8050,-0.310000,404.077
2018-04-11T15:34:39.000Z,0.0320000,0.0340000,1.00000,-80.6420,2.75600,403.755
2018-04-11T15:35:39.000Z,0.0380000,0.0460000,1.00000,-78.4640,5.82000,403.542
2018-04-11T15:36:39.000Z,0.0510000,0.329000,1.00000,-76.2600,8.87400,403.437
2018-04-11T15:37:39.000Z,0.0380000,0.0550000,1.00000,-74.0170,11.9080,403.436
2018-04-11T15:38:39.000Z,0.0490000,0.199000,1.00000,-71.7160,14.9210,403.535
2018-04-11T15:39:39.000Z,0.0830000,0.433000,1.00000,-69.3450,17.9030,403.728
2018-04-11T15:40:39.000Z,0.0590000,0.203000,1.00000,-66.8840,20.8490,404.008
2018-04-11T15:41:39.000Z,0.0550000,0.214000,1.00000,-64.3180,23.7480,404.364
2018-04-11T15:42:39.000Z,0.0560000,0.0790000,1.00000,-61.6230,26.5930,404.785
2018-04-11T15:43:39.000Z,0.0610000,0.0880000,1.00000,-58.7830,29.3720,405.260
2018-04-11T15:44:39.000Z,0.0720000,0.207000,1.00000,-55.7720,32.0760,405.778
2018-04-11T15:45:39.000Z,0.0920000,0.445000,1.00000,-52.5650,34.6910,406.326
2018-04-11T15:46:39.000Z,0.0830000,0.109000,1.00000,-49.1420,37.1980,406.889
2018-04-11T15:47:39.000Z,0.0920000,0.296000,1.00000,-45.4720,39.5840,407.456
2018-04-11T15:48:39.000Z,0.102000,0.185000,1.00000,-41.5360,41.8260,408.013
2018-04-11T15:49:39.000Z,0.110000,0.354000,1.00000,-37.3070,43.9050,408.550
2018-04-11T15:50:39.000Z,0.119000,0.385000,1.00000,-32.7740,45.7950,409.053
2018-04-11T15:51:39.000Z,0.137000,0.425000,1.00000,-27.9250,47.4720,409.513
2018-04-11T15:52:39.000Z,0.153000,0.701000,1.00000,-22.7690,48.9070,409.919
2018-04-11T15:53:39.000Z,0.143000,0.496000,1.00000,-17.3260,50.0750,410.265
2018-04-11T15:54:39.000Z,0.148000,0.481000,1.00000,-11.6340,50.9510,410.543
2018-04-11T15:55:39.000Z,0.162000,0.600000,1.00000,-5.76300,51.5150,410.749
2018-04-11T15:56:39.000Z,0.162000,0.436000,1.00000,0.218000,51.7540,410.878
2018-04-11T15:57:39.000Z,0.159000,0.592000,1.00000,6.21600,51.6610,410.930
2018-04-11T15:58:39.000Z,0.149000,0.241000,1.00000,12.1470,51.2380,410.905
2018-04-11T15:59:39.000Z,0.131000,0.223000,1.00000,17.9220,50.4980,410.804
2018-04-11T16:00:39.000Z,0.148000,0.583000,1.00000,23.4790,49.4560,410.632
2018-04-11T16:01:39.000Z,0.124000,0.373000,1.00000,28.7620,48.1360,410.393
2018-04-11T16:02:39.000Z,0.119000,0.365000,1.00000,33.7480,46.5630,410.094
2018-04-11T16:03:39.000Z,0.101000,0.287000,1.00000,38.4220,44.7630,409.743
2018-04-11T16:04:39.000Z,0.0960000,0.293000,1.00000,42.7810,42.7650,409.350
2018-04-11T16:05:39.000Z,0.0810000,0.255000,1.00000,46.8440,40.5920,408.926
2018-04-11T16:06:39.000Z,0.0650000,0.104000,1.00000,50.6260,38.2680,408.481
2018-04-11T16:07:39.000Z,0.0640000,0.183000,1.00000,54.1540,35.8130,408.027
2018-04-11T16:08:39.000Z,0.0460000,0.0550000,1.00000,57.4500,33.2470,407.578
2018-04-11T16:09:39.000Z,0.0390000,0.0440000,1.00000,60.5430,30.5830,407.145
2018-04-11T16:10:39.000Z,0.0420000,0.0750000,1.00000,63.4550,27.8380,406.741
2018-04-11T16:11:39.000Z,0.0340000,0.0360000,1.00000,66.2100,25.0210,406.379
2018-04-11T16:12:39.000Z,0.0390000,0.215000,1.00000,68.8310,22.1450,406.068
2018-04-11T16:13:39.000Z,0.0310000,0.0830000,1.00000,71.3340,19.2210,405.820
2018-04-11T16:14:39.000Z,0.0300000,0.0800000,1.00000,73.7420,16.2550,405.645
2018-04-11T16:15:39.000Z,0.0310000,0.107000,1.00000,76.0700,13.2580,405.551
2018-04-11T16:16:39.000Z,0.0260000,0.0300000,1.00000,78.3360,10.2330,405.544
2018-04-11T16:17:39.000Z,0.0250000,0.0260000,1.00000,80.5540,7.19100,405.631
2018-04-11T16:18:39.000Z,0.0440000,0.325000,1.00000,82.7400,4.13400,405.815
2018-04-11T16:19:39.000Z,0.0710000,0.0900000,1.00000,84.9060,1.07000,406.096
2018-04-11T16:20:39.000Z,0.0280000,0.0320000,1.00000,87.0670,-1.99600,406.476
2018-04-11T16:21:39.000Z,0.0310000,0.147000,1.00000,89.2390,-5.06000,406.953
2018-04-11T16:22:39.000Z,0.0300000,0.0590000,1.00000,91.4300,-8.11100,407.522
2018-04-11T16:23:39.000Z,0.0320000,0.0900000,1.00000,93.6600,-11.1480,408.177
2018-04-11T16:24:39.000Z,0.0360000,0.160000,1.00000,95.9410,-14.1620,408.912
2018-04-11T16:25:39.000Z,0.0470000,0.361000,1.00000,98.2890,-17.1480,409.717
2018-04-11T16:26:39.000Z,0.0430000,0.0580000,1.00000,100.720,-20.0970,410.581
2018-04-11T16:27:39.000Z,0.0470000,0.0860000,1.00000,103.252,-23.0040,411.494
2018-04-11T16:28:39.000Z,0.0660000,0.217000,1.00000,105.903,-25.8570,412.442
2018-04-11T16:29:39.000Z,0.0830000,0.248000,1.00000,108.697,-28.6480,413.412
2018-04-11T16:30:39.000Z,0.0880000,0.339000,1.00000,111.654,-31.3680,414.388
2018-04-11T16:31:39.000Z,0.103000,0.129000,1.00000,114.795,-33.9990,415.357
2018-04-11T16:32:39.000Z,0.204000,1.16900,1.00000,118.148,-36.5300,416.304
2018-04-11T16:33:39.000Z,0.169000,0.584000,1.00000,121.736,-38.9430,417.212
2018-04-11T16:34:39.000Z,0.203000,0.653000,1.00000,125.585,-41.2210,418.070
2018-04-11T16:35:39.000Z,0.220000,0.771000,1.00000,129.716,-43.3400,418.863
2018-04-11T16:36:39.000Z,0.249000,0.750000,1.00000,134.150,-45.2810,419.578
2018-04-11T16:37:39.000Z,0.247000,0.408000,1.00000,138.892,-47.0150,420.203
2018-04-11T16:38:39.000Z,0.297000,1.15500,1.00000,143.945,-48.5170,420.729
2018-04-11T16:39:39.000Z,0.297000,0.980000,1.00000,149.293,-49.7630,421.147
2018-04-11T16:40:39.000Z,0.299000,1.25200,1.00000,154.894,-50.7230,421.448
2018-04-11T16:41:39.000Z,0.294000,1.17500,1.00000,160.700,-51.3800,421.629
2018-04-11T16:42:39.000Z,0.278000,0.845000,1.00000,166.636,-51.7170,421.684
2018-04-11T16:43:39.000Z,0.283000,1.20700,1.00000,172.620,-51.7250,421.613
2018-04-11T16:44:41.000Z,0.247000,0.589000,1.00000,178.757,-51.3890,421.408
2018-04-11T16:45:39.000Z,0.267000,0.898000,1.00000,-175.625,-50.7620,421.095
2018-04-11T16:46:39.000Z,0.234000,0.741000,1.00000,-170.012,-49.8150,420.655
2018-04-11T16:47:39.000Z,0.205000,0.679000,1.00000,-164.653,-48.5830,420.100
2018-04-11T16:48:39.000Z,0.186000,0.709000,1.00000,-159.583,-47.0910,419.439
2018-04-11T16:49:39.000Z,0.131000,0.218000,1.00000,-154.825,-45.3670,418.682
2018-04-11T16:50:39.000Z,0.110000,0.219000,1.00000,-150.376,-43.4350,417.839
2018-04-11T16:51:39.000Z,0.0960000,0.250000,1.00000,-146.230,-41.3220,416.923
2018-04-11T16:52:39.000Z,0.0900000,0.412000,1.00000,-142.367,-39.0500,415.946
2018-04-11T16:53:39.000Z,0.0710000,0.152000,1.00000,-138.766,-36.6430,414.923
2018-04-11T16:54:39.000Z,0.0570000,0.0880000,1.00000,-135.402,-34.1150,413.869
2018-04-11T16:55:39.000Z,0.0650000,0.336000,1.00000,-132.250,-31.4870,412.799
2018-04-11T16:56:39.000Z,0.0540000,0.245000,1.00000,-129.284,-28.7710,411.728
2018-04-11T16:57:39.000Z,0.0400000,0.0900000,1.00000,-126.481,-25.9800,410.671
2018-04-11T16:58:39.000Z,0.0350000,0.0490000,1.00000,-123.823,-23.1270,409.643
2018-04-11T16:59:39.000Z,0.0410000,0.295000,1.00000,-121.284,-20.2210,408.659
2018-04-11T17:00:39.000Z,0.0300000,0.0310000,1.00000,-118.848,-17.2720,407.732
2018-04-11T17:01:39.000Z,0.0370000,0.113000,1.00000,-116.496,-14.2850,406.872
2018-04-11T17:02:39.000Z,0.0290000,0.0320000,1.00000,-114.211,-11.2710,406.093
2018-04-11T17:03:39.000Z,0.0340000,0.0710000,1.00000,-111.978,-8.23300,405.402
2018-04-11T17:04:39.000Z,0.0350000,0.0770000,1.00000,-109.783,-5.18000,404.807
2018-04-11T17:05:39.000Z,0.0370000,0.0770000,1.00000,-107.610,-2.11700,404.315
2018-04-11T17:06:39.000Z,0.0380000,0.222000,1.00000,-105.446,0.953000,403.929
2018-04-11T17:07:39.000Z,0.0360000,0.134000,1.00000,-103.279,4.01900,403.652
2018-04-11T17:08:39.000Z,0.0410000,0.101000,1.00000,-101.092,7.07800,403.483
2018-04-11T17:09:39.000Z,0.0360000,0.0640000,1.00000,-98.8750,10.1230,403.421
2018-04-11T17:10:39.000Z,0.0460000,0.152000,1.00000,-96.6090,13.1510,403.462
2018-04-11T17:11:39.000Z,0.0460000,0.0610000,1.00000,-94.2820,16.1510,403.601
2018-04-11T17:12:39.000Z,0.0490000,0.0720000,1.00000,-91.8760,19.1200,403.830
2018-04-11T17:13:39.000Z,0.0670000,0.160000,1.00000,-89.3740,22.0460,404.141
2018-04-11T17:14:39.000Z,0.0650000,0.0690000,1.00000,-86.7570,24.9250,404.525
2018-04-11T17:15:39.000Z,0.107000,0.585000,1.00000,-84.0040,27.7470,404.970
2018-04-11T17:16:39.000Z,0.0990000,0.315000,1.00000,-81.0970,30.4960,405.465
2018-04-11T17:17:39.000Z,0.0990000,0.172000,1.00000,-78.0080,33.1640,405.996
2018-04-11T17:18:39.000Z,0.144000,0.614000,1.00000,-74.7170,35.7350,406.551
2018-04-11T17:19:39.000Z,0.135000,0.406000,1.00000,-71.1950,38.1950,407.118
2018-04-11T17:20:39.000Z,0.159000,0.717000,1.00000,-67.4200,40.5230,407.682
2018-04-11T17:21:39.000Z,0.160000,0.392000,1.00000,-63.3650,42.7020,408.233
2018-04-11T17:22:39.000Z,0.185000,0.550000,1.00000,-59.0130,44.7060,408.756
2018-04-11T17:23:39.000Z,0.188000,0.511000,1.00000,-54.3490,46.5120,409.243
2018-04-11T17:24:39.000Z,0.185000,0.527000,1.00000,-49.3680,48.0930,409.682
2018-04-11T17:25:39.000Z,0.207000,0.885000,1.00000,-44.0920,49.4210,410.064
2018-04-11T17:26:39.000Z,0.200000,0.521000,1.00000,-38.5410,50.4720,410.383
2018-04-11T17:27:39.000Z,0.197000,0.626000,1.00000,-32.7710,51.2210,410.632
2018-04-11T17:28:39.000Z,0.189000,0.552000,1.00000,-26.8420,51.6530,410.807
2018-04-11T17:29:39.000Z,0.178000,0.522000,1.00000,-20.8450,51.7560,410.904
2018-04-11T17:30:39.000Z,0.177000,0.585000,1.00000,-14.8620,51.5270,410.925
2018-04-11T17:31:39.000Z,0.153000,0.460000,1.00000,-8.98700,50.9710,410.868
2018-04-11T17:32:39.000Z,0.145000,0.278000,1.00000,-3.29300,50.1040,410.738
2018-04-11T17:33:39.000Z,0.154000,0.656000,1.00000,2.16000,48.9440,410.537
2018-04-11T17:34:39.000Z,0.108000,0.151000,1.00000,7.32200,47.5170,410.273
